taxon,rho,pval,padj,sig,dir,func_guild,in_ml_top_taxa,colour_cat,label_set
Species|Coprococcus phoceensis,-0.5810113519091847,0.011450854006919317,0.039212517500438825,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Streptococcus zhangguiae,0.5810113519091847,0.011450854006919317,0.039212517500438825,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Staphylococcus,0.5789473684210527,0.011818464080461773,0.04023742973058951,TRUE,Dysbiosis-promoting,ROS tolerant,FALSE,ROS tolerant,guild
Species|Lachnospiraceae bacterium oral taxon 500,-0.5768833849329206,0.0121954417483645,0.040813154487424376,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lachnoanaerobaculum gingivalis,-0.5768833849329206,0.0121954417483645,0.040813154487424376,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|butyrate-producing bacterium SM4/1,-0.5768833849329206,0.0121954417483645,0.040813154487424376,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Family|Paenibacillaceae,-0.5748194014447885,0.012581956389329619,0.041868770131723985,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaerostipes caccae,-0.5706914344685243,0.013384281348823338,0.04404101516456394,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|Staphylococcus shinii,0.5706914344685243,0.013384281348823338,0.04404101516456394,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Butyrivibrio fibrisolvens,-0.5686274509803922,0.013800437611725452,0.04515809862947939,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|Helicobacter apodemus,0.56656346749226,0.014226822697300056,0.04604175037752601,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Thomasclavelia ramosa,0.56656346749226,0.014226822697300056,0.04604175037752601,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Wujia chipingensis,-0.564499484004128,0.014663613053810899,0.04719600048467005,TRUE,Dysbiosis-protecting,ML top taxa,TRUE,ML top taxa,ML top taxa
Species|Bacteroides graminisolvens,0.5624355005159959,0.0151109864826331,0.04811011372038322,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured Saccharicrinis sp.,0.5624355005159959,0.0151109864826331,0.04811011372038322,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroidales bacterium SW299,0.5603715170278638,0.015569122116593606,0.04930222003587975,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroidaceae bacterium,0.5583075335397317,0.01603820039772077,0.04998148166273839,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Lachnospiraceae bacterium Choco86,-0.5583075335397317,0.01603820039772081,0.04998148166273839,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaerocolumna sp. AGMB13020,-0.5583075335397317,0.01603820039772081,0.04998148166273839,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Alphaproteobacteria bacterium,0.5562435500515996,0.016518403054404864,0.050938949733217095,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Lachnospira eligens,-0.5562435500515996,0.016518403054404864,0.050938949733217095,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteroides sp. DH3716P,0.5541795665634676,0.017009913077973195,0.0519110818804467,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Lacrimispora xylanolytica,-0.5541795665634676,0.017009913077973195,0.0519110818804467,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteroides hominis,0.5521155830753354,0.017512914698683414,0.05209649877537642,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Escherichia,0.5521155830753354,0.017512914698683414,0.05209649877537642,TRUE,Dysbiosis-promoting,IBD-enriched,FALSE,IBD-enriched,NA
Species|Lachnospiraceae bacterium C1.1,-0.5521155830753354,0.017512914698683362,0.05209649877537642,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Eubacterium sp. MSJ-33,-0.5521155830753354,0.017512914698683362,0.05209649877537642,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Streptococcus respiraculi,0.5521155830753354,0.017512914698683414,0.05209649877537642,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Anaerostipes,-0.5500515995872033,0.018027593361137465,0.05335805271211038,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,NA
Genus|Hungatella,-0.5479876160990712,0.018554135699121673,0.05464192963391332,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Phocaeicola massiliensis,0.543859649122807,0.01964356372779158,0.05756248276452359,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Order|Lactobacillales,0.541795665634675,0.02020682839755896,0.058919910525555584,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides faecis,0.5397316821465429,0.020782714646741165,0.05971228744844169,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bryobacterales bacterium,0.5397316821465429,0.020782714646741165,0.05971228744844169,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Lysinibacillus,0.5397316821465429,0.020782714646741165,0.05971228744844169,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides sp. M10,0.5376676986584108,0.0213714146578065,0.06022853221745468,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Parabacteroides chongii,0.5376676986584108,0.0213714146578065,0.06022853221745468,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Class|Gammaproteobacteria,0.5376676986584108,0.0213714146578065,0.06022853221745468,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Staphylococcus equorum,0.5376676986584108,0.0213714146578065,0.06022853221745468,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Anaerocolumna,-0.5356037151702787,0.021973121639608087,0.061337292159853854,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Oscillibacter,-0.5356037151702787,0.021973121639608087,0.061337292159853854,TRUE,Dysbiosis-protecting,ROS sensitive,FALSE,ROS sensitive,NA
Species|Dorea amylophila,-0.5335397316821465,0.02258802979832131,0.06275636580760025,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteroides thetaiotaomicron,0.5314757481940144,0.023216334307843835,0.06330750420055564,TRUE,Dysbiosis-promoting,Propionate guild,FALSE,Propionate guild,NA
Species|Enterocloster lavalensis,-0.5314757481940144,0.023216334307843835,0.06330750420055564,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Blautia parvula,-0.5314757481940144,0.023216334307843835,0.06330750420055564,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Hominifimenecus sp. rT4P-3,-0.5314757481940144,0.023216334307843835,0.06330750420055564,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Order|Enterobacterales,0.5294117647058824,0.02385823127966279,0.06446100102624498,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Eshraghiella crossota,-0.5294117647058824,0.023858231279662828,0.06446100102624498,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Agrobacterium pusense,0.5252837977296182,0.025183591559613465,0.06773121200279603,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Campylobacter jejuni,0.5232198142414861,0.02586745150014195,0.06925422242538003,TRUE,Dysbiosis-promoting,ROS tolerant,FALSE,ROS tolerant,NA
Species|Cyclobacteriaceae bacterium,0.521155830753354,0.02656569710386475,0.07016679638644109,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Vescimonas fastidiosa,-0.521155830753354,0.026565697103864794,0.07016679638644109,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Clostridiaceae bacterium Marseille-Q4149,-0.521155830753354,0.026565697103864794,0.07016679638644109,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Mucispirillum schaedleri,-0.5149638802889577,0.02874875488263025,0.07492485232685517,TRUE,Dysbiosis-protecting,ML top taxa,TRUE,ML top taxa,NA
Species|Dorea longicatena,-0.5149638802889577,0.02874875488263025,0.07492485232685517,TRUE,Dysbiosis-protecting,Lachnospiraceae / Butyrate,FALSE,Lachnospiraceae / Butyrate,NA
Species|uncultured Chloroflexia bacterium,0.5149638802889577,0.028748754882630335,0.07492485232685517,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Porphyromonadaceae bacterium,0.5128998968008256,0.029506553722099396,0.07622526378209012,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Mannheimia bovis,0.5128998968008256,0.029506553722099396,0.07622526378209012,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|[Clostridium] innocuum,-0.5108359133126935,0.030279746991203078,0.07788109597300705,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Solibaculum mannosilyticum,-0.5087719298245614,0.031068538407296193,0.07956247444303242,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Bacteroides,0.5067079463364293,0.03187313226051146,0.08057199528515564,TRUE,Dysbiosis-promoting,Propionate guild,FALSE,Propionate guild,NA
Species|Gammaproteobacteria bacterium,0.5067079463364293,0.03187313226051146,0.08057199528515564,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Lachnospiraceae bacterium,-0.5067079463364293,0.031873132260511486,0.08057199528515564,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Family|Enterobacteriaceae,0.5046439628482973,0.03269373337773915,0.08194301684888664,TRUE,Dysbiosis-promoting,IBD-enriched,FALSE,IBD-enriched,NA
Species|Lacrimispora saccharolytica,-0.5046439628482973,0.03269373337773915,0.08194301684888664,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lachnoclostridium sp. Q11,-0.5025799793601652,0.03353054708616263,0.08368428912605844,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Phycisphaerales bacterium,0.5005159958720331,0.034383779176359076,0.08545167061128901,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides maternus,0.4984520123839009,0.03525363586497097,0.0872453425397811,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured bacterium BAC25G1,-0.49432404540763675,0.037044049807446154,0.0912926583120744,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaerovoracaceae bacterium,-0.49226006191950467,0.037965021283152614,0.0931724897324037,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Alistipes onderdonkii,-0.48813209494324045,0.039859530900999814,0.09741603195306595,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Saprospiraceae bacterium,0.48606811145510836,0.040833484782080216,0.09938397742415392,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured phage,0.4840041279669763,0.04182551548646381,0.10137954165237524,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Blautia hansenii,-0.48194014447884415,0.04283583124699912,0.10340288772328887,TRUE,Dysbiosis-protecting,Lachnospiraceae / Butyrate,FALSE,Lachnospiraceae / Butyrate,NA
Genus|Coprococcus,-0.47781217750258,0.04491215118822413,0.10797247775454698,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,NA
Species|Dysgonomonadaceae bacterium zrk40,0.4757481940144479,0.04597857203121229,0.10964121022827547,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Intestinimonas butyriciproducens,-0.4757481940144479,0.04597857203121229,0.10964121022827547,TRUE,Dysbiosis-protecting,ROS sensitive,FALSE,ROS sensitive,NA
Genus|Vibrio,0.47368421052631576,0.04706411117172422,0.11088304592058225,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured Gammaproteobacteria bacterium,0.47368421052631576,0.04706411117172422,0.11088304592058225,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Enterococcus faecalis,-0.47368421052631576,0.04706411117172422,0.11088304592058225,TRUE,Dysbiosis-protecting,ROS tolerant,FALSE,ROS tolerant,NA
Species|Anaerostipes sp. PC18,-0.4695562435500516,0.0492933769279683,0.11567250601822043,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Alistipes,-0.4674922600619195,0.050437519451044334,0.11695944471127996,TRUE,Dysbiosis-protecting,Propionate guild,FALSE,Propionate guild,NA
Genus|Desulfovibrio,-0.4674922600619195,0.050437519451044334,0.11695944471127996,TRUE,Dysbiosis-protecting,IBD-enriched,FALSE,IBD-enriched,NA
Family|Bacillaceae,-0.4674922600619195,0.050437519451044334,0.11695944471127996,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Family|Coprobacillaceae,0.46542827657378744,0.05160161200071702,0.11918960575851892,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides sp. KFT8,0.4613003095975232,0.05399047637734738,0.1237369283511969,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Blautia luti,-0.4613003095975232,0.05399047637734738,0.1237369283511969,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteroides sp. D2,0.45923632610939114,0.0552156619872672,0.12508471119423223,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Prevotella heparinolytica,0.45923632610939114,0.0552156619872672,0.12508471119423223,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Macellibacteroides fermentans,0.45923632610939114,0.0552156619872672,0.12508471119423223,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Ruminococcus gauvreauii,-0.45717234262125905,0.05646162510203338,0.12741723059424392,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Butyricimonas faecihominis,0.4551083591331269,0.05772857159967161,0.12977911706949077,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured Alistipes sp.,-0.45098039215686275,0.060326235785684724,0.13459148817336497,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Family|Comamonadaceae,0.45098039215686275,0.06032623578568481,0.13459148817336497,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Rhodothermales bacterium,0.44891640866873067,0.0616573626261407,0.13652701724359728,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Avibacterium paragallinarum,0.44891640866873067,0.0616573626261407,0.13652701724359728,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Order|Micrococcales,-0.44685242518059853,0.06301029106386723,0.13900023009969212,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteroides luhongzhouii,0.44478844169246645,0.06438522410365057,0.14045517406314884,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Eubacteriales bacterium,0.44478844169246645,0.06438522410365057,0.14045517406314884,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Faecalibaculum rodentium,0.44478844169246645,0.06438522410365057,0.14045517406314884,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Chryseobacterium,0.44272445820433437,0.06578236404039449,0.14297347756380943,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Clostridia bacterium i40-0019-1A8,-0.4406604747162023,0.06720191241367018,0.14498874143462173,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Limosilactobacillus fermentum,0.4406604747162023,0.06720191241367013,0.14498874143462173,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|[Clostridium] hylemonae,-0.4324045407636739,0.0731081920707255,0.1571559311301362,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|uncultured Oscillospiraceae bacterium,-0.4303405572755418,0.07464277608599107,0.15987125496235904,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Order|Erysipelotrichales,0.4282765737874097,0.07620095935240208,0.16203019876738203,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Streptococcus marmotae,0.4282765737874097,0.07620095935240208,0.16203019876738203,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Paramuribaculum intestinale,-0.4262125902992776,0.07778293683965694,0.16420842221705353,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Clostridium,-0.4262125902992776,0.07778293683965694,0.16420842221705353,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|uncultured Faecalibaculum sp.,0.4220846233230134,0.08101904869498942,0.16982284584109883,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Chloroflexota bacterium,0.4220846233230134,0.08101904869498942,0.16982284584109883,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Caproiciproducens galactitolivorans,0.4179566563467492,0.08435264811978466,0.1761833678813942,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Alistipes communis,-0.40970072239422084,0.09131835313137272,0.190058339202751,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Adlercreutzia sp. Marseille-QA1605,0.40763673890608876,0.09312305169960113,0.1931319628558629,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Alistipes senegalensis,-0.4055727554179567,0.09495342479222942,0.19623707790394082,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Class|Betaproteobacteria,0.40350877192982454,0.09680965248246648,0.1993737248677369,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Family|Butyricicoccaceae,-0.3993808049535604,0.10060038374584036,0.20645862726933786,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lachnoanaerobaculum umeaense,-0.3973168214654283,0.10253523912493735,0.20897320361449168,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Staphylococcus pseudoxylosus,0.3973168214654283,0.10253523912493735,0.20897320361449168,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Family|Pseudomonadaceae,0.3952528379772962,0.10449665262201602,0.21150697042737948,FALSE,Dysbiosis-promoting,DysbiosisBloom,FALSE,DysbiosisBloom,NA
Species|Limosilactobacillus portuensis,0.3952528379772962,0.10449665262201602,0.21150697042737948,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Paenibacillus,-0.391124871001032,0.10849983794275474,0.2188575498228854,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Alistipes finegoldii,-0.3890608875128999,0.11054194705770348,0.22145988713261006,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaerocolumna sp. MB42-C2,-0.3890608875128999,0.11054194705770348,0.22145988713261006,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteroides finegoldii,0.3869969040247678,0.11261128878276397,0.22332676462305717,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Lachnoanaerobaculum,-0.3869969040247678,0.11261128878276397,0.22332676462305717,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Caldilineaceae bacterium,0.3869969040247678,0.11261128878276397,0.22332676462305717,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Escherichia coli,0.3828689370485036,0.1168323230127675,0.23014795402849517,FALSE,Dysbiosis-promoting,IBD-enriched,FALSE,IBD-enriched,NA
Species|uncultured Fusibacter sp.,0.3828689370485036,0.1168323230127675,0.23014795402849517,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides faecium,0.37874097007223945,0.12116422586370847,0.23788576344574763,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides xylanisolvens,0.3766769865841073,0.12337214538125069,0.24141592567959022,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Pseudomonas,0.37254901960784315,0.12787268607330357,0.2485709970203822,FALSE,Dysbiosis-promoting,DysbiosisBloom,FALSE,DysbiosisBloom,NA
Species|Emergencia sp. JLR.KK010,-0.37254901960784315,0.12787268607330357,0.2485709970203822,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Alistipes shahii,-0.370485036119711,0.13016560662863358,0.25054752387014767,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Butyrivibrio hungatei,-0.370485036119711,0.13016560662863358,0.25054752387014767,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|bacterium,0.370485036119711,0.13016560662863333,0.25054752387014767,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Anaerocolumna sedimenticola,-0.3684210526315789,0.13248715636055633,0.2525402430303161,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Candidatus Arthromitus sp. SFB-mouse-NL,0.3684210526315789,0.13248715636055633,0.2525402430303161,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Eubacterium callanderi,-0.3684210526315789,0.13248715636055633,0.2525402430303161,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Parabacteroides sp. An277,0.36635706914344685,0.13483747906980886,0.2561912102326368,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides cellulosilyticus,0.36429308565531476,0.13721671612433206,0.2590405314013833,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Erysipelotrichaceae bacterium ASTB_g,0.36429308565531476,0.13721671612433206,0.2590405314013833,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Order|Bacteroidales,0.3622291021671827,0.1396250064170029,0.26274482038215563,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides caecimuris,0.3601651186790506,0.14206248632367455,0.26563429982426767,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured Parasutterella sp.,0.3601651186790506,0.14206248632367455,0.26563429982426767,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Lachnospiraceae bacterium A4,-0.35810113519091846,0.1445292896615503,0.2693916190210542,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Arabiibacter massiliensis,0.3560371517027864,0.14702554764788858,0.2731799607716289,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Mannheimia granulomatis,0.3539731682146543,0.14955138885906255,0.275268025118712,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Sphaerochaetaceae bacterium,0.3539731682146543,0.14955138885906255,0.275268025118712,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Clostridioides difficile,0.3539731682146543,0.14955138885906255,0.275268025118712,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Muribaculaceae bacterium MF13079,-0.35190918472652216,0.15210693918997742,0.27823287944998976,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Odoribacteraceae bacterium,0.35190918472652216,0.152106939189977,0.27823287944998976,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Clostridium sp. NkU-1,-0.3498452012383901,0.15469232181385809,0.2820859986017412,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bengtsoniella intestinalis,-0.347781217750258,0.1573076571424259,0.28596978412620017,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Family|Erysipelotrichaceae,0.3457172342621259,0.15995306278645877,0.28988416609607454,FALSE,Dysbiosis-promoting,ML top taxa,TRUE,ML top taxa,NA
Species|Eggerthella lenta,0.34365325077399383,0.1626286535167655,0.2938290703109659,FALSE,Dysbiosis-promoting,SecBileAcid,FALSE,SecBileAcid,NA
Species|Alistipes megaguti,-0.3395252837977296,0.16807083488832167,0.30089277127422936,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Phylum|Pseudomonadota,0.3395252837977296,0.16807083488832167,0.30089277127422936,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Arcobacteraceae bacterium,0.3395252837977296,0.16807083488832167,0.30089277127422936,FALSE,Dysbiosis-promoting,ML top taxa,TRUE,ML top taxa,NA
Species|Pseudomonadales bacterium,0.3353973168214654,0.17363506116754215,0.3080453344207299,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Acidovorax sp. BLS4,-0.3353973168214654,0.17363506116754215,0.3080453344207299,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Bacillus,0.3353973168214654,0.17363506116754215,0.3080453344207299,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Mogibacterium neglectum,-0.33126934984520123,0.179322144399268,0.3171794085620686,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Cytobacillus gottheilii,-0.32920536635706915,0.18221199775917427,0.3213259481441726,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Enterococcus,0.32714138286893707,0.18513284759128767,0.32453347390258463,FALSE,Dysbiosis-promoting,ROS tolerant,FALSE,ROS tolerant,NA
Species|Caldifermentibacillus hisashii,-0.32714138286893707,0.18513284759128767,0.32453347390258463,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Bradyrhizobium,0.32094943240454077,0.19408223512614617,0.33820839198017777,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Helicobacter pylori,0.32094943240454077,0.19408223512614617,0.33820839198017777,FALSE,Dysbiosis-promoting,ROS tolerant,FALSE,ROS tolerant,NA
Order|Rhodobacterales,-0.31888544891640863,0.19712791388889928,0.3414951214134167,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Oceanirhabdus sp. W0125-5,0.31888544891640863,0.19712791388889883,0.3414951214134167,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Family|Flavobacteriaceae,0.31682146542827655,0.20020499436454783,0.34580862662967354,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Staphylococcus aureus,0.3126934984520124,0.20645364174383657,0.3545224343647807,FALSE,Dysbiosis-promoting,ROS tolerant,FALSE,ROS tolerant,NA
Class|Actinomycetes,-0.3126934984520124,0.20645364174383662,0.3545224343647807,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Eubacterium ventriosum,-0.3106295149638803,0.20962534083657888,0.3589224585835609,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Streptomyces,-0.3085655314757482,0.2128287059586833,0.3633510371294622,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Phylum|Thermodesulfobacteriota,-0.3065015479876161,0.21606379461125777,0.36674805483006,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
